Kanji,On_Reading,Kun_Reading,Meaning,Examples,Components,Koohii_Story_1,Koohii_Story_2,Seen,Update_Date
再,サ/サイ,ふたた・び,again; twice,再び (ふたたび) again; a second time<br>再度 (さいど) twice; again; second time<br>再来月 (さらいげつ) month after next<br>再来週 (さらいしゅう) week after next<br>再来年 (さらいねん) year after next,一: one; one radical (no.1) 冉: red; tan,The king has eaten too much and has to get a new belt again. See his fat rolls hanging over?,This is a belt with a non-adjustable jeweled buckle. Everytime you go back to the leathersmith telling him to move the buckle because you´ve packed on a few pounds (but that this is the last time!)/ he says 'Again?!? Weren´t you just here last month?'.,,
処,ショ,,put; fix; place,処理 (しょり) processing; disposal,夂: winter radical (no. 34) 几: table; table enclosure; table or windy radical (no. 16),The best way to dispose of a nasty bit of wind is to let it go and use those walking legs to dissapear. Nobody will ever know it was you.,To dispose of rubbish you should walk it to the bin not throw it to the wind.,,
判,ハン/バン,,judgement; seal; signature,判断 (はんだん) judgement; decision<br>審判 (しんぱん) referee; judgement; umpire<br>批判 (ひはん) criticism; judgement<br>裁判 (さいばん) trial; judgement<br>評判 (ひょうばん) reputation; popularity,半: half; middle; odd number; semi-; part- 刀: sword; saber; knife,In the bible/ King Solomon´s JUDGMENT was admired not by saying to cut the baby in HALF with the SWORD/ but that it revealed who the true mother was.,It takes good judgement to cut things in exactly half with a saber.,,
制,セイ,,law; rule; system,予約制 (よやくせい) by reservation<br>制度 (せいど) system; institution<br>制限 (せいげん) restriction; limit,牛: cow 巾: towel; hanging scroll; width; cloth radical (no. 50) 刀: sword; saber; knife,The system for making leather belts involves slicing up a cow with a sword.,Why all the gore and violence? How about a samurai cow? He doesn´t have to be a violent samurai/ either. He only wears the sword because he´s part of the bushi SYSTEM. Actually/ he studies ikebana/ shodo/ and zen. Imagine him sitting cross-legged in a Zen temple (a very Special Zen temple). The master asks him if a dog has buddha nature and/ shifting the swords in his belt/ he calmly replies/ 'Moo!'.,,
包,ホウ,つつ・む,conceal; pack up; wrap,包み (つつみ) bundle; package<br>小包 (こづつみ) (small) parcel; package<br>包む (つつむ) to wrap up; to pack,勹: wrapping enclosure; wrapping radical (no. 20) 己: self; snake; serpent,The snake bound up its prey by wrapping his body around it.,Imagine Jessie sending in her Ekans (snake pokemon)/ and telling it to use bind attack to wrap up pikachu.,,
卒,ソツ,,graduate; sudden; private; soldier,卒業論文 (そつぎょうろんぶん) graduation thesis<br>卒業 (そつぎょう) graduation,亠: kettle lid radical (no. 8) 从: two people 十: ten,Ph.D graduation for assembly line of doctors(needles) with the cap and tassel(top hat). It took them 10 years (Bachelor´s/ Masters/ PhD) to get there.... :-p.,When you graduate/ you wear a hat and graduate in an assembly line while your parents sit on pins and needles because it will take ten years to pay off those loans.,,
印,イン,しるし,sumbol; seal; stamp,印 (しるし) mark; sign<br>印刷 (いんさつ) printing<br>印象 (いんしょう) impression,丿: katakana no radical (no. 4) 丨: number one; line; rod radical (no. 2) 卩: seal radical (no. 26),Before sticky backs/ they had to staple stamps to letters.,Aaaagh/ this old stamp doesn´t stick! Okay I´ll just staple it.,,
卵,ラン,たまご,egg; ovum,卵 (たまご) eggs; egg,卯: sign of the hare or rabbit; 5-7AM; fourth sign of Chinese zodiac; east,The Easter Bunny dropped an egg on my desk and got yolk all over my receipts and stamps.,The 卯sign of the hare (#2041) hides eggs in his ears for Easter...,,
厚,コウ,あつ・い,thick; heavy; kind,厚い (あつい) thick; deep,厂: wild goose; trailing cliff radical (no. 27) 日: day; sun; Japan; counter for days 子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac,In Sparta we throw our Children over a Cliff. Under the Sun/ they fight other Children. In the end/ if they survive/ they sure have thick skin.,The thick cliff walls protected the children from the sun.,,
収,シュウ,おさ・まる/おさ・める,income; obtain; supply; store,収める (おさめる) to make an offering; to finish; to achieve (e.g. a result)<br>収入 (しゅうにゅう) income; revenue<br>収穫 (しゅうかく) harvest; crop<br>吸収 (きゅうしゅう) absorption,丨: number one; line; rod radical (no. 2) 又: or again; furthermore; on the other hand,Prostitutes can make a veritable cornucopia of income by using their crotches -- they put the 'come' in 'income.' (A bit lewd perhaps/ but effective in keeping this character distinct from similar keywords like profit (#906) or earnings (#893)).,Women love men with money. If you have a high income you can get a cornicopia of crotches.,,
吹,スイ,ふ・く,blow; breathe; smoke,吹く (ふく) to blow (e.g. wind) | to play a wind instrument,口: mouth 欠: lack; gap; fail; yawning radical (no. 76),This is clearly a BLOWJOB/ we can see the MOUTH and the LACK OF condom. (I am sorry for the image/ but it sticks forever in your mind).,I keep confusing this with suck (#689). Consider someone blowing bubbles using their chewing gum because they´re lacking attention in class.,,
周,シュウ,まわ・り,circumference,周囲 (しゅうい) surroundings<br>周り (まわり) surroundings; vicinity,冂: upside-down box radical (no. 13) 吉: good luck; joy; congratulations,If my LIDDED CROCK has the same CIRCUMFERENCE as my head/ I like to use it as a HELMET.,You´re at a motorcycle store looking to buy a helmet. The only way to check the circumference of your head is to put increasingly larger lidded crocks on your head until one slips on just right. Now you know what size helmet to buy.,,
器,キ,うつわ,container; vessel; talent; ability; tool,器用 (きよう) skilful; adroit<br>武器 (ぶき) weapon; arms,,,,,
坂,ハン,さか,hill; incline; slope,坂 (さか) slope; hill,土: soil; earth; ground; Turkey 反: anti-,As the villain (pushed off by the anti-hero) is tumbling down the slope/ he activates gadget skis to escape/ spraying soil everywhere as he flies down the slope.,This kanji depicts a classic enviornmental problem: erosion. Erosion occurs when all of the soil washes of the side of the cliff/ eventually causing the cliff to disappear/ leaving a slope (an anti- cliff if you will) in its place.,,
夢,ム,ゆめ,dream; vision,夢中 (むちゅう) daze; engrossment; obsessed with; hooked on<br>夢 (ゆめ) dream,艸: grass; plants; grass radical (no. 140) 网: net; net or net crown radical (no. 122) 冖: wa-shaped crown radical (no. 14) 夕: evening,Last night´s date with Miss Sweden was like a dream. She even laid flowers over my eyes to crown the perfect evening.,In the movie American Beauty/ Kevin Spacey liked to DREAM about his daughter´s friend and have a rose petal fall onto his eye from the ceiling. He did this lying in his bed each evening. You can almost see him lying in his bed in this kanji.,,
婚,コン,,marriage,婚約 (こんやく) engagement; betrothal<br>離婚 (りこん) divorce<br>結婚 (けっこん) marriage,女: woman; female 昏: dark; evening; dusk,Marriage is the day in this woman´s life where she gets a new family name.,Tip: Heisig later introduces the kanji 昏 dusk (#2451). Story: Never enter into marriage with a woman at dusk (wait until you see them in daylight). Note: This is an ancient proverb . . . (probably).,,
季,キ,,seasons,季節 (きせつ) season,禾: 2-branch tree radical (no. 115) 子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac,There´s a season for planting wheat and there´s mating season for having children.,Look at this adorable child with a bale of wheat on his head! He´s playing Autumn in his school play the 'Four Seasons'. Aww...too cute! Perhaps we should light the wheat on fire to complete his Autumn costume. (I know/ twisted...but I kept forgetting what was on his head).,,
寄,キ,よ・せる/よ・る,rely on; entrust to; approach,寄付 (きふ) donation<br>寄る (よる) to drop by; to make a short visit,宀: shaped crown; katakana u radical (no. 40) 奇: strange; strangeness; curiosity,The strange house has a sign saying 'DRAW NEAR' in its window/ instead of a ´Beware´ sign. It must be a trick!,Imagine a horror movie set in a haunted mansion. The house is very strange. The characters draw near to one another for protection against the unknown.,,
寝,シン,ね・かす/ね・る,lie down; sleep,寝不足 (ねぶそく) lack of sleep<br>朝寝坊 (あさねぼう) oversleeping<br>寝坊 (ねぼう) oversleeping<br>寝る (ねる) to lie down | to go to bed; to sleep,宀: shaped crown; katakana u radical (no. 40) 爿: left-side kata radical (no. 91) 彑: pig's head radical variant (no. 58) 冖: wa-shaped crown radical (no. 14) 又: or again; furthermore; on the other hand,After work/ the French maid goes home and lies down with a turtle. Turtle? Well/ he´s sloooow and always hard... (thanks to Nukemarine and Wakela!).,After being hit on the head encroach (#1148)/ the condom salesman goes back to his house to lie down. He hasn´t made a single sale today/ so he doesn´t have enough money to buy a pillow. He lies down on his pet turtle and cries himself to sleep.,,
専,セン,もっぱ・ら,exclusive; solely; devote oneself to,専攻 (せんこう) major (in school or study); specialty<br>専門分野 (せんもんぶんや) area of expertise; specialization<br>専門家 (せんもんか) specialist; professional; authority<br>専門 (せんもん) speciality; area of expertise,由: wherefore; a reason 寸: measurement; foot/10,After you have chosen your 10 fields of study/ measure how good you are at each to find out your specialty.,10 brains glued together allows you to specialize in any specialty that you want. Imagine each brain having its own specialty.,,
